,Player,Season,MIPFlag,Age,Pos,G,MP,MP_per_game,FG,FT,FG_Perc,3P_Perc,eFG_Perc,FT_Perc,TRB,AST,STL,BLK,PS_per_game,USG_Perc,year_no
10574,Chase Budinger,2010,0.0,22,9,4.0,250.0,2.1999999999999997,0.20000000000000015,0.6,-0.016000000000000014,-0.043999999999999984,-0.029000000000000026,0.08499999999999996,0.6000000000000001,0.4000000000000001,0.0,0.1,0.9000000000000004,0.5,2.0
11169,Chase Budinger,2011,0.0,23,9,-20.0,-440.0,0.09999999999999787,0.0,-0.6,0.017000000000000015,0.07700000000000001,0.04200000000000004,-0.08400000000000007,0.10000000000000007,-0.30000000000000004,0.0,-0.1,-0.20000000000000107,-0.3999999999999986,3.0
11729,Chase Budinger,2012,0.0,24,9,-35.0,-790.0,-0.2999999999999972,-0.20000000000000015,0.4999999999999999,-0.028000000000000025,-0.08100000000000003,-0.052999999999999985,-0.008999999999999897,-0.6000000000000001,-0.2,0.09999999999999998,0.2,-0.1999999999999993,1.0,4.0
12319,Chase Budinger,2013,0.0,25,9,18.0,243.0,-3.8000000000000007,-1.0,-0.5999999999999999,-0.020000000000000014,0.02899999999999997,-0.0060000000000000045,0.058999999999999934,-0.6000000000000001,-0.30000000000000004,-0.09999999999999998,-0.3,-2.7,-3.8000000000000007,5.0
12914,Chase Budinger,2014,0.0,26,9,26.0,535.0,0.8999999999999986,0.10000000000000007,0.2,0.039000000000000035,0.014000000000000012,0.02399999999999997,0.0060000000000001155,0.5,0.2,0.2,0.1,0.09999999999999963,-0.3999999999999986,6.0
13555,Chase Budinger,2015,0.0,27,9,-1.0,-357.0,-5.1,-0.8999999999999999,-0.4,0.0020000000000000018,-0.08500000000000002,-0.015000000000000013,-0.13100000000000012,-0.7000000000000002,0.0,-0.2,0.1,-2.7,-1.8000000000000007,7.0
10588,DeMarre Carroll,2010,0.0,24,3,-59.0,-745.0,-6.999999999999999,-0.8999999999999999,-0.3,-0.06300000000000006,0.0,-0.06300000000000006,0.377,-1.4,-0.2,-0.30000000000000004,0.0,-2.1,-3.200000000000001,2.0
11182,DeMarre Carroll,2011,0.0,25,10,12.0,298.0,10.3,1.5,0.4,0.07700000000000001,0.368,0.11,-0.125,1.5000000000000002,0.5,0.4,-0.1,3.7,4.300000000000002,3.0
11738,DeMarre Carroll,2012,0.0,26,9,42.0,763.0,2.3000000000000007,0.4999999999999998,0.5000000000000001,0.05000000000000005,-0.08199999999999996,0.048000000000000036,-0.11,0.5999999999999996,0.09999999999999998,0.4,0.4,1.5,0.4999999999999982,4.0
12337,DeMarre Carroll,2013,0.0,27,9,7.0,1230.0,15.3,1.7999999999999998,0.3999999999999999,0.009999999999999952,0.07600000000000001,0.05500000000000005,0.008000000000000007,2.7,0.9,0.6,-0.10000000000000003,5.1,-1.1999999999999993,5.0
12933,DeMarre Carroll,2014,0.0,28,9,-3.0,-152.0,-0.8000000000000007,0.4000000000000004,0.30000000000000004,0.017000000000000067,0.032999999999999974,0.03299999999999992,-0.07099999999999995,-0.20000000000000015,-0.10000000000000007,-0.2,-0.09999999999999998,1.5,1.6999999999999993,6.0
13569,DeMarre Carroll,2015,0.0,29,9,-44.0,-1403.0,-1.1000000000000014,-0.5,-0.6000000000000001,-0.09800000000000003,-0.0050000000000000044,-0.10499999999999997,-0.10200000000000008,-0.5999999999999996,-0.7,0.3999999999999999,0.0,-1.5999999999999996,1.6000000000000014,7.0
14150,DeMarre Carroll,2016,0.0,30,9,46.0,1096.0,-4.099999999999998,-0.8999999999999999,0.0,0.01100000000000001,-0.04899999999999999,0.025000000000000026,0.16099999999999992,-0.9000000000000004,0.0,-0.5999999999999999,0.2,-2.1,-2.9000000000000004,8.0
10598,Omri Casspi,2010,0.0,22,9,-6.0,-229.0,-1.1000000000000014,-0.6999999999999997,-0.5,-0.033999999999999975,0.0030000000000000577,-0.0060000000000000045,0.00099999999999989,-0.20000000000000015,-0.2,0.10000000000000007,0.0,-1.7000000000000008,-2.6999999999999997,2.0
11188,Omri Casspi,2011,0.0,23,9,-6.0,-361.0,-3.3999999999999986,-0.6000000000000001,0.10000000000000007,-0.009000000000000064,-0.05700000000000005,-0.02899999999999997,0.012000000000000122,-0.7999999999999998,0.0,-0.20000000000000007,0.09999999999999998,-1.5,0.9000000000000021,3.0
11741,Omri Casspi,2012,0.0,24,9,-22.0,-838.0,-8.900000000000002,-1.1,-0.6000000000000001,-0.009000000000000008,0.013999999999999957,0.0050000000000000044,-0.14800000000000002,-0.7999999999999998,-0.30000000000000004,0.0,0.0,-3.1,0.09999999999999787,4.0
12340,Omri Casspi,2013,0.0,25,3,28.0,780.0,6.400000000000002,0.8999999999999999,0.7,0.02800000000000008,0.018000000000000068,0.02399999999999997,0.14300000000000002,1.0,0.5,0.0,-0.09999999999999998,2.9000000000000004,0.6000000000000014,5.0
12938,Omri Casspi,2014,0.0,26,9,-4.0,133.0,3.0,0.7000000000000002,0.9000000000000001,0.06699999999999995,0.054999999999999986,0.03400000000000003,0.052999999999999936,0.19999999999999973,0.30000000000000004,-0.09999999999999998,-0.1,2.0,0.3999999999999986,6.0
13572,Omri Casspi,2015,0.0,27,3,2.0,464.0,6.099999999999998,1.1999999999999995,-0.6000000000000001,-0.007999999999999952,0.006999999999999951,0.041000000000000036,-0.08499999999999996,2.0000000000000004,-0.10000000000000007,0.30000000000000004,0.1,2.9000000000000004,-0.8999999999999986,7.0
14153,Omri Casspi,2016,0.0,28,9,-33.0,-1237.0,-9.3,-2.2,-1.0,-0.011000000000000064,-0.06,-0.05600000000000005,-0.06200000000000005,-2.8000000000000003,-0.3999999999999999,-0.20000000000000007,-0.1,-6.6000000000000005,-3.4000000000000004,8.0
10605,Earl Clark,2010,0.0,23,9,-9.0,81.0,3.5,0.5,0.09999999999999998,0.059000000000000004,-0.4,0.052999999999999985,-0.14800000000000002,1.2,-0.2,0.1,0.10000000000000003,1.1999999999999995,-1.3999999999999986,2.0
11193,Earl Clark,2011,0.0,24,3,3.0,95.0,1.4000000000000004,-0.5,-0.09999999999999998,-0.06299999999999993,0.0,-0.06299999999999993,0.15000000000000013,0.3999999999999999,0.2,0.09999999999999998,0.29999999999999993,-1.1999999999999995,-5.699999999999998,3.0
11746,Earl Clark,2012,0.0,25,3,14.0,804.0,10.7,1.7999999999999998,0.4,0.07299999999999995,0.337,0.11899999999999995,-0.027000000000000024,2.7,0.7000000000000001,0.3,0.0,4.6,0.8999999999999986,4.0
12346,Earl Clark,2013,0.0,26,3,-5.0,-595.0,-8.900000000000002,-1.1,-0.5,-0.06799999999999995,-0.0010000000000000009,-0.035999999999999976,-0.05000000000000005,-2.9,-0.8,-0.3,-0.2,-2.5,2.1999999999999997,5.0
12944,Earl Clark,2014,0.0,27,3,-44.0,-675.0,-4.899999999999999,-0.7,-0.30000000000000004,-0.0050000000000000044,-0.04999999999999999,-0.017000000000000015,-0.397,-0.3000000000000003,0.0,0.0,-0.09999999999999998,-2.1,0.6000000000000014,6.0
10613,Darren Collison,2010,0.0,23,6,3.0,251.0,2.099999999999998,0.09999999999999963,0.7000000000000002,-0.020000000000000014,-0.069,-0.02499999999999997,0.020000000000000014,0.2999999999999998,-0.6000000000000005,0.10000000000000007,0.1,0.7999999999999989,-1.2000000000000028,2.0
11196,Darren Collison,2011,0.0,24,6,-19.0,-482.0,1.400000000000002,-1.2000000000000002,-0.5,-0.017000000000000015,0.031000000000000024,-0.009000000000000008,-0.041000000000000036,0.3000000000000003,-0.2999999999999998,-0.30000000000000004,0.0,-2.799999999999999,-4.899999999999999,3.0
11752,Darren Collison,2012,0.0,25,6,21.0,494.0,-2.0,0.4000000000000004,0.8999999999999999,0.031000000000000024,-0.009000000000000064,0.031999999999999966,0.05000000000000005,-0.3999999999999999,0.2999999999999998,0.3999999999999999,-0.1,1.5999999999999996,2.6000000000000014,4.0
12353,Darren Collison,2013,0.0,26,6,-1.0,-303.0,-3.4000000000000017,-0.10000000000000052,-0.6000000000000001,-0.0040000000000000036,0.02300000000000002,0.014000000000000012,-0.02300000000000002,-0.3000000000000003,-1.3999999999999997,0.0,0.1,-0.5999999999999996,0.09999999999999787,5.0
12953,Darren Collison,2014,0.0,27,6,-35.0,-504.0,8.899999999999997,1.7000000000000002,0.8000000000000003,0.00599999999999995,-0.003000000000000003,0.009000000000000008,-0.06900000000000006,0.8000000000000003,1.8999999999999997,0.30000000000000004,0.09999999999999998,4.700000000000001,1.1999999999999993,6.0
13583,Darren Collison,2015,0.0,28,6,29.0,654.0,-4.799999999999997,-0.7000000000000002,-0.6000000000000001,0.013000000000000013,0.028000000000000025,0.015000000000000013,0.07000000000000006,-0.9000000000000004,-1.2999999999999998,-0.5,-0.2,-2.1000000000000014,-1.6999999999999993,7.0
14166,Darren Collison,2016,0.0,29,6,-6.0,-156.0,0.3000000000000007,-0.09999999999999963,-0.3999999999999999,-0.009999999999999952,0.016000000000000014,-0.015000000000000013,0.0020000000000000018,-0.09999999999999963,0.2999999999999998,0.0,0.0,-0.8000000000000007,0.6000000000000014,8.0
10624,Dante Cunningham,2010,0.0,23,3,15.0,930.0,9.8,1.1,0.09999999999999998,-0.032999999999999974,0.077,-0.03200000000000003,0.08000000000000007,1.1,0.4,0.29999999999999993,0.3,2.3000000000000003,-1.1000000000000014,2.0
11206,Dante Cunningham,2011,0.0,24,3,-14.0,-513.0,-3.3999999999999986,-0.5,0.09999999999999998,0.053999999999999986,-0.077,0.05300000000000005,-0.07399999999999995,0.19999999999999973,0.0,0.0,-0.09999999999999998,-1.0,-2.1,3.0
11766,Dante Cunningham,2012,0.0,25,3,16.0,886.0,7.5,1.6,0.10000000000000007,-0.048000000000000036,0.0,-0.048000000000000036,-0.0020000000000000018,1.2999999999999998,0.20000000000000007,0.4000000000000001,0.0,3.4999999999999987,3.6,4.0
12365,Dante Cunningham,2013,0.0,26,3,1.0,-375.0,-4.900000000000002,-1.0,-0.30000000000000004,-0.0040000000000000036,0.0,-0.0040000000000000036,-0.08299999999999996,-1.0,0.2,-0.30000000000000004,0.2,-2.3999999999999995,-2.1,5.0
12966,Dante Cunningham,2014,0.0,27,3,-15.0,17.0,4.800000000000002,-0.6000000000000001,-0.09999999999999998,-0.006999999999999951,0.1,-0.0050000000000000044,0.04999999999999993,-0.19999999999999973,-0.2,-0.10000000000000007,-0.09999999999999998,-1.0999999999999996,-4.199999999999998,6.0
13596,Dante Cunningham,2015,0.0,28,9,14.0,319.0,-0.3999999999999986,0.0,0.29999999999999993,-0.0060000000000000045,0.21600000000000003,0.05900000000000005,0.07799999999999996,-0.8999999999999999,0.2,-0.2,-0.2,0.8999999999999995,0.09999999999999963,7.0
14181,Dante Cunningham,2016,0.0,29,9,-14.0,-322.0,0.3999999999999986,0.3000000000000003,-0.5,0.033999999999999975,0.07600000000000001,0.06599999999999995,-0.10199999999999998,1.2000000000000002,-0.4,0.09999999999999998,0.0,0.5,-0.3000000000000007,8.0
10627,Stephen Curry,2010,0.0,22,6,-6.0,-407.0,-2.6000000000000014,0.20000000000000015,0.6999999999999997,0.01799999999999996,0.004999999999999949,0.016000000000000014,0.04900000000000005,-0.6000000000000001,-0.10000000000000052,-0.3999999999999999,0.09999999999999998,1.1000000000000014,2.599999999999998,2.0
11208,Stephen Curry,2011,0.0,23,6,-48.0,-1757.0,-5.400000000000002,-1.2000000000000002,-1.4,0.010000000000000007,0.013000000000000013,0.03199999999999992,-0.125,-0.5,-0.5,0.0,0.0,-3.9000000000000017,-0.3999999999999986,3.0
11769,Stephen Curry,2012,0.0,24,6,52.0,2251.0,10.000000000000004,2.4000000000000004,1.9,-0.03899999999999998,-0.0020000000000000573,-0.03400000000000003,0.09099999999999996,0.6000000000000001,1.6000000000000003,0.10000000000000007,-0.09999999999999998,8.2,2.3999999999999986,4.0
12372,Stephen Curry,2013,0.0,25,6,0.0,-137.0,-1.7000000000000028,0.4000000000000004,0.5,0.020000000000000014,-0.02899999999999997,0.017000000000000126,-0.015000000000000013,0.2999999999999998,1.5999999999999996,0.0,0.0,1.1000000000000014,1.900000000000002,5.0
12969,Stephen Curry,2014,0.0,26,6,2.0,-233.0,-3.799999999999997,-0.20000000000000107,0.0,0.016000000000000014,0.018999999999999958,0.027999999999999917,0.029000000000000026,0.0,-0.7999999999999998,0.3999999999999999,0.0,-0.1999999999999993,0.5999999999999979,6.0
13601,Stephen Curry,2015,0.0,27,6,-1.0,87.0,1.5,2.0,0.6999999999999997,0.01699999999999996,0.01100000000000001,0.03600000000000003,-0.0060000000000001155,1.1000000000000003,-1.0,0.10000000000000007,0.0,6.300000000000002,3.700000000000003,7.0
14183,Stephen Curry,2016,0.0,28,6,0.0,-62.0,-0.8000000000000043,-1.6999999999999993,-0.5,-0.03600000000000003,-0.042999999999999934,-0.05000000000000005,-0.009999999999999898,-0.9000000000000004,-0.10000000000000052,-0.30000000000000004,0.0,-4.800000000000002,-2.5,8.0
10637,Austin Daye,2010,0.0,22,9,3.0,531.0,6.800000000000002,0.7000000000000002,0.4000000000000001,-0.053999999999999986,0.09600000000000004,-0.031000000000000024,-0.06199999999999994,1.2999999999999998,0.6000000000000001,0.09999999999999998,0.09999999999999998,2.4000000000000004,0.10000000000000142,2.0
11217,Austin Daye,2011,0.0,23,9,-31.0,-843.0,-5.400000000000002,-0.9000000000000001,-0.20000000000000007,-0.08799999999999998,-0.19100000000000006,-0.133,0.05500000000000005,-1.5999999999999996,-0.30000000000000004,0.0,0.0,-2.8,3.299999999999997,3.0
11777,Austin Daye,2012,0.0,24,9,14.0,73.0,-2.3999999999999986,-0.2,-0.4,0.111,0.20800000000000002,0.18100000000000005,-0.04900000000000005,0.0,0.0,-0.2,-0.09999999999999998,-0.20000000000000015,-4.799999999999997,4.0
12382,Austin Daye,2013,0.0,25,9,-33.0,-528.0,-5.6000000000000005,-0.5,-0.2,-0.08000000000000003,-0.09399999999999996,-0.09000000000000002,-0.16500000000000006,-1.0000000000000002,-0.4,-0.09999999999999998,-0.2,-1.5,6.599999999999998,5.0
12985,Austin Daye,2014,0.0,26,9,12.0,196.0,3.3999999999999995,0.3999999999999999,-0.2,0.0020000000000000018,0.013999999999999957,-0.0010000000000000009,0.233,1.0000000000000002,0.09999999999999998,0.2,-0.1,0.7999999999999998,-1.599999999999998,6.0
10640,DeMar DeRozan,2010,0.0,21,12,5.0,1187.0,13.199999999999996,3.3,2.1,-0.03099999999999997,-0.154,-0.03300000000000003,0.04999999999999993,0.8999999999999999,1.1,0.4,0.2,8.6,5.099999999999998,2.0
11223,DeMar DeRozan,2011,0.0,22,12,-19.0,-645.0,0.20000000000000284,-0.5999999999999996,0.2999999999999998,-0.044999999999999984,0.165,-0.033999999999999975,-0.002999999999999892,-0.5,0.2,-0.2,-0.10000000000000003,-0.5,1.8000000000000007,3.0
11784,DeMar DeRozan,2012,0.0,23,12,19.0,807.0,1.7000000000000028,0.7000000000000002,0.0,0.02299999999999996,0.02200000000000002,0.02399999999999997,0.02099999999999991,0.6000000000000001,0.5,0.09999999999999998,0.0,1.400000000000002,-0.8000000000000007,4.0
12396,DeMar DeRozan,2013,0.0,24,12,-3.0,4.0,1.5,0.8999999999999995,2.3,-0.016000000000000014,0.021999999999999964,-0.006999999999999951,-0.006999999999999895,0.3999999999999999,1.5,0.20000000000000007,0.10000000000000003,4.599999999999998,3.8000000000000007,5.0
12991,DeMar DeRozan,2014,0.0,25,12,-19.0,-917.0,-3.200000000000003,-0.7999999999999998,-0.5999999999999996,-0.016000000000000014,-0.02100000000000002,-0.026000000000000027,0.008000000000000007,0.2999999999999998,-0.5,0.09999999999999988,-0.2,-2.599999999999998,0.3999999999999986,6.0
13611,DeMar DeRozan,2015,0.0,26,12,18.0,704.0,0.8999999999999986,1.1000000000000003,1.0999999999999996,0.03300000000000003,0.053999999999999986,0.036999999999999984,0.0179999999999999,-0.09999999999999963,0.5,-0.2,0.09999999999999998,3.3999999999999986,1.400000000000002,7.0
14193,DeMar DeRozan,2016,0.0,27,12,-4.0,-184.0,-0.5,1.7999999999999992,0.3000000000000007,0.02100000000000002,-0.07199999999999995,0.014000000000000068,-0.007999999999999896,0.7000000000000002,-0.10000000000000007,0.10000000000000007,-0.09999999999999998,3.8000000000000007,4.4999999999999964,8.0
10646,Toney Douglas,2010,0.0,24,12,25.0,884.0,4.900000000000002,0.6999999999999997,0.0,-0.041999999999999926,-0.016000000000000014,-0.03400000000000003,-0.015000000000000013,1.1,1.0,0.30000000000000004,-0.1,2.0,0.3000000000000007,2.0
11230,Toney Douglas,2011,0.0,25,6,-43.0,-1315.0,-7.0,-1.4,-0.4,-0.09200000000000004,-0.142,-0.14,0.051999999999999935,-1.1,-1.0,-0.30000000000000004,0.0,-4.4,4.299999999999997,3.0
11788,Toney Douglas,2012,0.0,26,6,33.0,633.0,0.8999999999999986,0.10000000000000007,0.5000000000000001,0.07899999999999996,0.149,0.12,0.05900000000000005,0.0,0.10000000000000007,0.2,0.0,1.2999999999999998,-4.5,4.0
12399,Toney Douglas,2013,0.0,27,6,-20.0,-614.0,-5.0,-1.2000000000000002,-0.6000000000000001,-0.018999999999999958,-0.07600000000000001,-0.02499999999999997,-0.17000000000000004,-0.2,-0.8,-0.6,0.1,-3.5,-3.5999999999999983,5.0
12996,Toney Douglas,2014,0.0,28,12,-39.0,-498.0,1.6000000000000014,0.20000000000000015,0.2,-0.01100000000000001,-0.025999999999999968,-0.043999999999999984,-0.12,0.10000000000000007,0.7,0.5,0.2,0.2999999999999998,0.8999999999999986,6.0
13615,Toney Douglas,2015,0.0,29,6,49.0,1085.0,5.899999999999999,1.4,0.7,0.038000000000000034,0.12099999999999995,0.07999999999999996,0.233,0.4999999999999998,0.6000000000000001,0.20000000000000007,-0.2,4.4,2.1999999999999997,7.0
14198,Toney Douglas,2016,0.0,30,6,-37.0,-868.0,-4.300000000000002,-1.2,-0.3999999999999999,-0.04300000000000004,-0.232,-0.10499999999999997,-0.020000000000000014,0.20000000000000015,-0.3000000000000003,-0.30000000000000004,0.1,-3.799999999999999,-2.0,8.0
10659,Wayne Ellington,2010,0.0,23,12,-14.0,-203.0,0.8000000000000007,0.10000000000000007,-0.10000000000000007,-0.02100000000000002,0.0020000000000000018,-0.03300000000000003,-0.07899999999999996,-0.4000000000000001,0.2,0.2,-0.1,0.0,-0.2999999999999972,2.0
11239,Wayne Ellington,2011,0.0,24,12,-11.0,-208.0,0.10000000000000142,-0.20000000000000015,-0.09999999999999998,0.0010000000000000009,-0.07300000000000001,-0.0009999999999999454,0.008000000000000007,0.2,-0.6,0.0,0.2,-0.5,-1.3000000000000007,3.0
11800,Wayne Ellington,2012,0.0,25,12,27.0,688.0,2.1999999999999997,0.5,0.30000000000000004,0.023000000000000083,0.068,0.053999999999999986,0.10699999999999997,0.20000000000000015,0.7000000000000001,0.09999999999999998,-0.2,1.8000000000000007,1.0,4.0
12410,Wayne Ellington,2013,0.0,26,12,-33.0,-1268.0,-12.6,-1.7,-0.7,0.010000000000000007,0.031999999999999966,0.020000000000000014,0.0020000000000000018,-1.1,-0.9,-0.2,0.0,-4.7,-0.4000000000000021,5.0
13011,Wayne Ellington,2014,0.0,27,12,20.0,1282.0,17.1,2.7,0.6000000000000001,-0.025000000000000026,-0.053999999999999986,-0.05100000000000005,-0.09600000000000007,2.2,1.2000000000000002,0.09999999999999998,0.0,6.8,2.1000000000000014,6.0
13625,Wayne Ellington,2015,0.0,28,12,11.0,-60.0,-4.5,-1.0,-0.10000000000000007,-0.02300000000000002,-0.012000000000000009,-0.01100000000000001,0.04400000000000004,-0.9000000000000004,-0.5,0.09999999999999998,0.1,-2.3,-1.0,7.0
14209,Wayne Ellington,2016,0.0,29,12,-14.0,-115.0,2.8999999999999986,0.8000000000000003,-0.09999999999999998,0.027000000000000024,0.01999999999999996,0.07600000000000008,0.003000000000000003,-0.19999999999999973,0.0,0.0,0.0,2.8,0.3999999999999986,8.0
10671,Tyreke Evans,2010,0.0,21,12,-15.0,-570.0,-0.20000000000000284,-0.7000000000000002,-1.1999999999999995,-0.04899999999999999,0.03600000000000003,-0.040999999999999925,0.02299999999999991,-0.5,-0.20000000000000015,0.0,0.09999999999999998,-2.3000000000000007,-0.8999999999999986,2.0
11249,Tyreke Evans,2011,0.0,22,12,6.0,55.0,-2.700000000000003,-0.20000000000000015,-0.3999999999999999,0.043999999999999984,-0.08900000000000005,0.03199999999999992,0.008000000000000118,-0.20000000000000015,-1.0999999999999996,-0.2,0.0,-1.3000000000000007,-1.5,3.0
11807,Tyreke Evans,2012,0.0,23,12,2.0,-146.0,-3.299999999999997,-0.9000000000000004,0.0,0.025000000000000026,0.13599999999999998,0.04400000000000004,-0.0040000000000000036,-0.1999999999999993,-1.0,0.09999999999999988,-0.09999999999999998,-1.3000000000000007,-1.5,4.0
12417,Tyreke Evans,2013,0.0,24,9,7.0,12.0,-2.8000000000000007,-0.1999999999999993,0.09999999999999963,-0.04199999999999998,-0.11699999999999995,-0.06000000000000005,-0.004000000000000115,0.2999999999999998,1.5,-0.2,-0.10000000000000003,-0.6999999999999993,4.800000000000002,5.0
13019,Tyreke Evans,2014,0.0,25,12,7.0,662.0,5.900000000000002,1.1999999999999993,-0.6999999999999997,0.01100000000000001,0.08299999999999999,0.02900000000000008,-0.07699999999999985,0.5999999999999996,1.5999999999999996,0.10000000000000007,0.2,2.1000000000000014,-1.0,6.0
13633,Tyreke Evans,2015,0.0,26,12,-54.0,-1925.0,-3.5,-1.1999999999999993,0.3999999999999999,-0.014000000000000012,0.08399999999999996,0.00899999999999995,0.10199999999999987,-0.09999999999999963,0.0,0.0,-0.2,-1.400000000000002,-1.400000000000002,7.0
14216,Tyreke Evans,2016,0.0,27,9,15.0,23.0,-10.900000000000002,-1.6000000000000003,-1.3,-0.02799999999999997,-0.03199999999999992,-0.02399999999999997,-0.04599999999999993,-1.8000000000000005,-3.5,-0.4,-0.09999999999999998,-4.899999999999999,2.0,8.0
10685,Jonny Flynn,2010,0.0,21,6,-28.0,-1356.0,-10.4,-2.9000000000000004,-2.2,-0.05200000000000005,-0.04799999999999999,-0.03999999999999998,-0.06399999999999995,-0.8999999999999999,-1.0000000000000004,-0.4,0.1,-8.2,-5.699999999999998,2.0
11263,Jonny Flynn,2011,0.0,22,6,-24.0,-567.0,-4.199999999999998,-0.3999999999999999,0.4,-0.013999999999999957,-0.016000000000000014,-0.028000000000000025,-0.0179999999999999,-0.2,-0.10000000000000007,-0.4,0.0,-0.7999999999999998,1.6999999999999993,3.0
10694,Sundiata Gaines,2010,0.0,24,6,-8.0,84.0,5.7,0.6000000000000001,0.10000000000000007,-0.06299999999999993,-0.031999999999999966,-0.06300000000000006,0.0,0.7000000000000001,0.6000000000000001,0.29999999999999993,0.0,1.2999999999999998,-1.8999999999999984,2.0
11277,Sundiata Gaines,2011,0.0,25,12,33.0,492.0,1.4000000000000004,0.0,0.2,-0.024000000000000018,0.10400000000000004,-0.01499999999999996,0.115,0.2999999999999998,0.4000000000000001,0.30000000000000004,0.0,0.5,-1.0,3.0
10706,Alonzo Gee,2010,0.0,23,12,45.0,936.0,3.5,-0.2999999999999998,-0.30000000000000004,-0.017000000000000015,-0.4450000000000001,-0.04300000000000004,0.16199999999999992,0.2999999999999998,0.09999999999999998,0.09999999999999998,0.2,-1.5,-5.899999999999999,2.0
11284,Alonzo Gee,2011,0.0,24,12,7.0,709.0,9.0,1.4,1.4,-0.04599999999999993,-0.011999999999999957,-0.03899999999999998,0.0050000000000000044,1.7999999999999998,1.1,0.6000000000000001,0.0,4.699999999999998,4.199999999999998,3.0
11831,Alonzo Gee,2012,0.0,25,9,19.0,714.0,2.0,0.10000000000000007,-0.7000000000000002,-0.0020000000000000573,-0.0060000000000000045,0.0040000000000000036,0.007000000000000117,-1.1999999999999995,-0.2,0.0,0.10000000000000003,-0.2999999999999989,-1.8000000000000007,4.0
12442,Alonzo Gee,2013,0.0,26,9,-17.0,-1521.0,-15.3,-2.2,-1.3,0.0050000000000000044,0.012999999999999956,0.0,-0.09000000000000008,-1.6,-0.9000000000000001,-0.7000000000000001,-0.2,-6.300000000000002,-3.4999999999999982,5.0
13045,Alonzo Gee,2014,0.0,27,9,-11.0,-358.0,-3.3999999999999986,0.10000000000000007,0.30000000000000004,0.052999999999999985,0.04300000000000004,0.04699999999999999,-0.0040000000000000036,-0.5999999999999999,-0.2,0.0,-0.1,0.5,3.299999999999999,6.0
13659,Alonzo Gee,2015,0.0,28,9,19.0,970.0,10.099999999999998,0.2,-0.4,0.05000000000000005,-0.08799999999999998,0.048000000000000036,-0.03399999999999992,1.7,0.5,0.30000000000000004,0.1,0.0,-7.5,7.0
14244,Alonzo Gee,2016,0.0,29,9,-60.0,-1543.0,-15.599999999999998,-1.6,-0.2,-0.30400000000000005,-0.28300000000000003,-0.3370000000000001,-0.111,-2.2,-0.5,-0.5,-0.1,-3.7,1.3000000000000007,8.0
10712,Taj Gibson,2010,0.0,25,3,-2.0,-462.0,-5.099999999999998,-0.8999999999999999,-0.09999999999999988,-0.02799999999999997,0.125,-0.02699999999999997,0.030000000000000027,-1.7999999999999998,-0.20000000000000007,-0.09999999999999998,0.0,-1.9000000000000004,0.10000000000000142,2.0
11287,Taj Gibson,2011,0.0,26,3,-17.0,-458.0,-1.400000000000002,0.3000000000000003,0.0,0.02899999999999997,-0.125,0.02799999999999997,-0.05399999999999994,-0.4000000000000004,0.0,-0.09999999999999998,0.0,0.6000000000000005,1.8000000000000007,3.0
11835,Taj Gibson,2012,0.0,27,3,2.0,175.0,2.0,0.09999999999999963,0.09999999999999988,-0.010000000000000007,0.0,-0.010000000000000007,0.05700000000000005,0.0,0.20000000000000007,0.0,0.09999999999999988,0.2999999999999998,-0.5,4.0
12444,Taj Gibson,2013,0.0,28,3,17.0,892.0,6.300000000000002,1.9000000000000004,1.2000000000000002,-0.0060000000000000045,0.0,-0.0060000000000000045,0.07199999999999984,1.5,0.20000000000000007,0.09999999999999998,0.0,5.0,4.899999999999999,5.0
13049,Taj Gibson,2014,0.0,29,3,-20.0,-659.0,-1.3999999999999986,-1.1000000000000003,-0.5,0.02300000000000002,0.0,0.02300000000000002,-0.033999999999999815,-0.39999999999999947,0.0,0.09999999999999998,-0.2,-2.6999999999999997,-5.399999999999999,6.0
13661,Taj Gibson,2015,0.0,30,3,11.0,244.0,-0.8000000000000007,-0.4999999999999996,-0.7000000000000002,0.024000000000000018,0.0,0.024000000000000018,-0.025000000000000026,0.5,0.3999999999999999,0.0,-0.09999999999999988,-1.7000000000000008,-3.0000000000000018,7.0
14248,Taj Gibson,2016,0.0,31,3,5.0,53.0,-1.0,1.1,0.0,-0.01100000000000001,0.231,-0.009000000000000008,0.02299999999999991,-0.7000000000000002,-0.6,-0.09999999999999998,-0.30000000000000004,2.200000000000001,4.700000000000001,8.0
10725,Danny Green,2010,0.0,23,12,-12.0,-23.0,5.7,1.3,-0.2,0.10099999999999998,0.09499999999999996,0.12399999999999994,-0.667,1.0,0.0,0.0,-0.1,3.1,1.1000000000000014,2.0
11300,Danny Green,2011,0.0,24,12,58.0,1430.0,11.6,1.1,1.2,-0.043999999999999984,0.068,-0.03700000000000003,0.79,1.6,1.0,0.6000000000000001,0.6,4.0,-2.3999999999999986,3.0
11844,Danny Green,2012,0.0,25,12,14.0,679.0,4.399999999999999,0.5,-0.3999999999999999,0.00599999999999995,-0.007000000000000006,0.03200000000000003,0.05799999999999994,-0.3999999999999999,0.5,0.29999999999999993,0.0,1.4000000000000004,-1.0,4.0
12459,Danny Green,2013,0.0,26,12,-12.0,-550.0,-3.1999999999999997,-0.5,-0.10000000000000007,-0.015999999999999903,-0.014000000000000012,-0.018999999999999902,-0.05399999999999994,0.2999999999999998,-0.30000000000000004,-0.2,0.20000000000000007,-1.4000000000000004,0.09999999999999787,5.0
